User_ID,Age,Gender,Platform,Daily_Usage_Time (minutes),Posts_Per_Day,Likes_Received_Per_Day,Comments_Received_Per_Day,Messages_Sent_Per_Day,Dominant_Emotion
365.0,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
366.0,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
367.0,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
368.0,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
369.0,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
370.0,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
371.0,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
372.0,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
373.0,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
374.0,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
375.0,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
376.0,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
377.0,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
378.0,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
379.0,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
380.0,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
381.0,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
382.0,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
383.0,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
384.0,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
385.0,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
386.0,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
387.0,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
388.0,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
389.0,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
390.0,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
391.0,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
392.0,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
393.0,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
394.0,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
395.0,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
396.0,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
397.0,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
398.0,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
399.0,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
400.0,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
401.0,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
402.0,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
403.0,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
404.0,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
405.0,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
406.0,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
407.0,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
408.0,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
409.0,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
410.0,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
411.0,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
412.0,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
413.0,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
414.0,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
415.0,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
416.0,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
417.0,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
418.0,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
419.0,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
420.0,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
421.0,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
422.0,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
423.0,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
424.0,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
425.0,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
426.0,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
427.0,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
428.0,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
429.0,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
430.0,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
431.0,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
432.0,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
433.0,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
434.0,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
435.0,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
436.0,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
437.0,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
438.0,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
439.0,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
440.0,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
441.0,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
442.0,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
443.0,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
444.0,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
445.0,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
446.0,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
447.0,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
448.0,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
449.0,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
450.0,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
451.0,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
452.0,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
453.0,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
454.0,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
455.0,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
456.0,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
457.0,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
458.0,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
459.0,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
460.0,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
461.0,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
462.0,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
463.0,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
464.0,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
465.0,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
466.0,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
467.0,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
468.0,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
469.0,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
470.0,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
471.0,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
472.0,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
473.0,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
474.0,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
475.0,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
476.0,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
477.0,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
478.0,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
479.0,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
480.0,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
481.0,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
482.0,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
483.0,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
484.0,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
485.0,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
486.0,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
487.0,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
488.0,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
489.0,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
490.0,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
491.0,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
492.0,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
493.0,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
494.0,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
495.0,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
496.0,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
497.0,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
498.0,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
499.0,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
500.0,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
501.0,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
502.0,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
503.0,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
504.0,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
505.0,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
506.0,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
507.0,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
508.0,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
509.0,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
510.0,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
511.0,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
512.0,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
513.0,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
514.0,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
515.0,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
516.0,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
517.0,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
518.0,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
519.0,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
520.0,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
521.0,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
522.0,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
523.0,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
524.0,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
525.0,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
526.0,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
527.0,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
528.0,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
529.0,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
530.0,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
531.0,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
532.0,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
533.0,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
534.0,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
535.0,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
536.0,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
537.0,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
538.0,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
539.0,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
540.0,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
541.0,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
542.0,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
543.0,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
544.0,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
545.0,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
546.0,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
547.0,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
548.0,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
549.0,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
550.0,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
551.0,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
552.0,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
553.0,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
554.0,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
555.0,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
556.0,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
557.0,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
558.0,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
559.0,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
560.0,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
561.0,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
562.0,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
563.0,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
564.0,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
565.0,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
566.0,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
567.0,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
568.0,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
569.0,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
570.0,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
571.0,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
572.0,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
573.0,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
574.0,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
575.0,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
576.0,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
577.0,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
578.0,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
579.0,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
580.0,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
581.0,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
582.0,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
583.0,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
584.0,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
585.0,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
586.0,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
587.0,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
588.0,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
589.0,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
590.0,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
591.0,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
592.0,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
593.0,24.0,Male,Telegram,75.0,3.0,37.0,16.0,22.0,Neutral
594.0,29.0,Female,Snapchat,95.0,2.0,23.0,10.0,28.0,Sadness
595.0,26.0,Male,Instagram,150.0,5.0,70.0,25.0,30.0,Anxiety
596.0,33.0,Non-binary,Twitter,85.0,4.0,35.0,18.0,18.0,Boredom
597.0,22.0,Female,Facebook,70.0,1.0,14.0,6.0,10.0,Neutral
598.0,35.0,Male,Whatsapp,110.0,3.0,50.0,25.0,25.0,Happiness
599.0,28.0,Non-binary,Telegram,60.0,2.0,18.0,8.0,18.0,Anger
600.0,27.0,Female,Snapchat,120.0,4.0,40.0,18.0,22.0,Neutral
601.0,25.0,Female,Instagram,120.0,5.0,50.0,20.0,25.0,Happiness
602.0,30.0,Male,Twitter,90.0,4.0,30.0,20.0,22.0,Anger
603.0,22.0,Non-binary,Facebook,60.0,2.0,20.0,10.0,15.0,Neutral
604.0,28.0,Female,Instagram,200.0,8.0,110.0,40.0,45.0,Anxiety
605.0,33.0,Male,LinkedIn,45.0,1.0,10.0,5.0,12.0,Boredom
606.0,21.0,Male,Instagram,150.0,5.0,65.0,25.0,30.0,Happiness
607.0,27.0,Female,Twitter,85.0,3.0,40.0,18.0,20.0,Anger
608.0,24.0,Non-binary,Facebook,110.0,6.0,35.0,16.0,25.0,Sadness
609.0,29.0,Female,LinkedIn,55.0,2.0,15.0,5.0,10.0,Neutral
610.0,31.0,Male,Instagram,170.0,7.0,90.0,35.0,40.0,Happiness
611.0,23.0,Female,Twitter,75.0,4.0,45.0,20.0,25.0,Anxiety
612.0,26.0,Non-binary,Facebook,95.0,3.0,30.0,14.0,18.0,Sadness
613.0,34.0,Male,LinkedIn,65.0,1.0,14.0,6.0,15.0,Boredom
614.0,22.0,Female,Instagram,180.0,8.0,100.0,38.0,45.0,Happiness
615.0,28.0,Male,Twitter,100.0,6.0,50.0,30.0,29.0,Anger
616.0,21.0,Non-binary,Facebook,40.0,1.0,10.0,4.0,12.0,Neutral
617.0,35.0,Female,Instagram,125.0,5.0,65.0,22.0,28.0,Anxiety
618.0,27.0,Male,Twitter,90.0,3.0,40.0,16.0,24.0,Sadness
619.0,23.0,Non-binary,LinkedIn,50.0,1.0,12.0,6.0,12.0,Neutral
620.0,32.0,Female,Instagram,140.0,6.0,75.0,28.0,30.0,Happiness
621.0,26.0,Male,Facebook,75.0,2.0,30.0,14.0,20.0,Anxiety
622.0,24.0,Female,Twitter,105.0,4.0,35.0,20.0,23.0,Anger
623.0,29.0,Male,LinkedIn,60.0,2.0,17.0,8.0,15.0,Boredom
624.0,33.0,Non-binary,Instagram,190.0,8.0,105.0,36.0,50.0,Happiness
625.0,22.0,Female,Twitter,70.0,3.0,25.0,16.0,15.0,Sadness
626.0,31.0,Male,Facebook,80.0,2.0,20.0,10.0,20.0,Neutral
627.0,27.0,Non-binary,LinkedIn,55.0,1.0,12.0,5.0,11.0,Anxiety
628.0,25.0,Female,Instagram,160.0,6.0,85.0,26.0,30.0,Happiness
629.0,30.0,Male,Twitter,90.0,4.0,43.0,19.0,24.0,Anger
630.0,26.0,Non-binary,Facebook,45.0,1.0,8.0,4.0,12.0,Sadness
631.0,34.0,Female,LinkedIn,65.0,2.0,17.0,5.0,14.0,Boredom
632.0,28.0,Male,Instagram,145.0,7.0,80.0,30.0,35.0,Happiness
633.0,23.0,Non-binary,Twitter,70.0,3.0,30.0,14.0,18.0,Neutral
634.0,21.0,Female,Instagram,130.0,6.0,95.0,22.0,28.0,Sadness
635.0,29.0,Male,Facebook,65.0,2.0,27.0,11.0,22.0,Anxiety
636.0,24.0,Non-binary,LinkedIn,55.0,1.0,11.0,6.0,11.0,Boredom
637.0,33.0,Female,Instagram,170.0,7.0,95.0,30.0,38.0,Happiness
638.0,27.0,Male,Twitter,85.0,4.0,45.0,18.0,24.0,Anger
639.0,22.0,Female,Instagram,115.0,3.0,60.0,17.0,30.0,Neutral
640.0,28.0,Non-binary,Facebook,100.0,2.0,22.0,12.0,25.0,Anxiety
641.0,31.0,Male,LinkedIn,45.0,1.0,9.0,4.0,10.0,Sadness
642.0,25.0,Female,Instagram,150.0,6.0,90.0,26.0,30.0,Happiness
643.0,29.0,Male,Twitter,95.0,4.0,50.0,22.0,22.0,Anger
644.0,23.0,Non-binary,Facebook,105.0,2.0,25.0,12.0,18.0,Neutral
645.0,35.0,Female,LinkedIn,60.0,1.0,15.0,7.0,14.0,Boredom
646.0,30.0,Male,Instagram,175.0,7.0,100.0,33.0,38.0,Happiness
647.0,21.0,Female,Twitter,90.0,3.0,37.0,14.0,20.0,Sadness
648.0,26.0,Non-binary,Facebook,75.0,2.0,30.0,12.0,18.0,Anxiety
649.0,32.0,Male,Instagram,130.0,5.0,80.0,28.0,31.0,Neutral
650.0,28.0,Female,LinkedIn,55.0,1.0,12.0,6.0,10.0,Boredom
651.0,27.0,Male,Instagram,165.0,6.0,85.0,30.0,28.0,Happiness
652.0,24.0,Female,Twitter,75.0,3.0,33.0,18.0,19.0,Anger
653.0,29.0,Non-binary,Facebook,85.0,2.0,27.0,9.0,20.0,Neutral
654.0,33.0,Female,Instagram,145.0,4.0,65.0,23.0,35.0,Sadness
655.0,31.0,Male,LinkedIn,60.0,1.0,15.0,7.0,17.0,Anxiety
656.0,22.0,Female,Whatsapp,70.0,2.0,42.0,10.0,21.0,Anxiety
657.0,25.0,Male,Telegram,90.0,3.0,22.0,11.0,22.0,Boredom
658.0,29.0,Non-binary,Snapchat,50.0,2.0,18.0,7.0,18.0,Sadness
659.0,28.0,Female,Twitter,95.0,4.0,48.0,22.0,25.0,Happiness
660.0,27.0,Male,Facebook,60.0,1.0,12.0,5.0,15.0,Boredom
661.0,30.0,Female,Instagram,175.0,6.0,72.0,30.0,33.0,Happiness
662.0,23.0,Male,Whatsapp,70.0,3.0,22.0,10.0,18.0,Anger
663.0,34.0,Non-binary,Telegram,80.0,2.0,21.0,8.0,20.0,Neutral
664.0,26.0,Female,Snapchat,120.0,4.0,55.0,18.0,30.0,Anxiety
665.0,25.0,Male,Twitter,90.0,6.0,42.0,14.0,26.0,Sadness
666.0,29.0,Non-binary,Facebook,60.0,1.0,12.0,4.0,12.0,Boredom
667.0,28.0,Male,Instagram,165.0,5.0,78.0,23.0,35.0,Happiness
668.0,31.0,Female,Whatsapp,65.0,2.0,27.0,10.0,20.0,Neutral
669.0,27.0,Male,Telegram,105.0,3.0,48.0,20.0,28.0,Anxiety
670.0,22.0,Non-binary,Snapchat,75.0,2.0,21.0,8.0,20.0,Sadness
671.0,24.0,Female,Instagram,140.0,4.0,65.0,22.0,30.0,Happiness
672.0,35.0,Male,Twitter,70.0,1.0,13.0,8.0,10.0,Boredom
673.0,21.0,Non-binary,Facebook,55.0,3.0,17.0,7.0,12.0,Neutral
674.0,29.0,Female,Whatsapp,90.0,2.0,24.0,12.0,22.0,Anger
675.0,25.0,Male,Telegram,80.0,4.0,30.0,13.0,25.0,Neutral
676.0,28.0,Non-binary,Snapchat,115.0,3.0,38.0,18.0,27.0,Anxiety
677.0,32.0,Female,Instagram,155.0,6.0,75.0,25.0,38.0,Happiness
678.0,26.0,Male,Twitter,75.0,2.0,23.0,12.0,18.0,Sadness
679.0,33.0,Non-binary,Facebook,65.0,1.0,13.0,7.0,14.0,Anxiety
680.0,27.0,Female,Whatsapp,90.0,4.0,37.0,18.0,20.0,Neutral
681.0,31.0,Male,Telegram,50.0,2.0,20.0,10.0,12.0,Sadness
682.0,24.0,Non-binary,Snapchat,85.0,3.0,33.0,20.0,18.0,Happiness
683.0,34.0,Female,Instagram,120.0,5.0,60.0,25.0,25.0,Anger
684.0,22.0,Male,Twitter,70.0,1.0,22.0,7.0,22.0,Neutral
685.0,29.0,Non-binary,Facebook,75.0,2.0,20.0,8.0,20.0,Boredom
686.0,28.0,Female,Whatsapp,100.0,4.0,37.0,14.0,26.0,Anxiety
687.0,31.0,Male,Telegram,85.0,3.0,45.0,20.0,28.0,Sadness
688.0,21.0,Non-binary,Snapchat,60.0,1.0,18.0,7.0,12.0,Neutral
689.0,25.0,Female,Instagram,170.0,6.0,83.0,30.0,33.0,Happiness
690.0,30.0,Male,Twitter,70.0,2.0,30.0,12.0,20.0,Anxiety
691.0,27.0,Non-binary,Facebook,50.0,1.0,10.0,4.0,10.0,Boredom
692.0,32.0,Female,Whatsapp,105.0,4.0,55.0,25.0,25.0,Anger
